INFO   08:33:06 : Id:315180531461; 休眠电流:0.00uA; 接收电流:22.25mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:03:26 : Id:315180530371; 休眠电流:3.00uA; 接收电流:22.33mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:03:48 : Id:315180530174; 休眠电流:3.00uA; 接收电流:22.39mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:04:07 : Id:315180530213; 休眠电流:3.00uA; 接收电流:21.84mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:04:27 : Id:315180530216; 休眠电流:3.33uA; 接收电流:22.35mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:04:49 : Id:315180530589; 休眠电流:3.00uA; 接收电流:22.21mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:05:05 : Id:315180530381; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.38V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:05:15 : Id:315180530381; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.38V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:05:33 : Id:315180530114; 休眠电流:3.00uA; 接收电流:21.88mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:05:51 : Id:315180530334; 休眠电流:3.33uA; 接收电流:22.12mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:06:07 : Id:315180530105; 休眠电流:3.33uA; 接收电流:22.11mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:06:23 : Id:315180530387; 休眠电流:3.00uA; 接收电流:22.28mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:06:41 : Id:315180530132; 休眠电流:3.00uA; 接收电流:22.01mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:06:57 : Id:315180530140; 休眠电流:3.00uA; 接收电流:21.62mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:07:14 : Id:315180530115; 休眠电流:3.00uA; 接收电流:22.38mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:07:31 : Id:315180530101; 休眠电流:3.00uA; 接收电流:22.22mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:07:47 : Id:315180530366; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:08:40 : Id:315180530024; 休眠电流:3.00uA; 接收电流:22.33mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:09:00 : Id:315180530465; 休眠电流:3.00uA; 接收电流:21.31mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:09:21 : Id:315180530102; 休眠电流:3.33uA; 接收电流:22.19mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:09:41 : Id:315180530469; 休眠电流:3.00uA; 接收电流:21.95mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:09:57 : Id:315180530208; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:10:10 : Id:315180530208; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:10:42 : Id:315180530184; 休眠电流:3.00uA; 接收电流:21.96mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:11:04 : Id:315180530185; 休眠电流:3.00uA; 接收电流:22.33mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:11:23 : Id:315180530419; 休眠电流:3.00uA; 接收电流:21.72mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:11:39 : Id:315180530200; 休眠电流:3.33uA; 接收电流:22.38mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:11:58 : Id:315180530201; 休眠电流:3.67uA; 接收电流:21.90mA; 电压:3.36V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:12:20 : Id:315180530131; 休眠电流:4.00uA; 接收电流:22.44mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:12:37 : Id:315180530022; 休眠电流:3.33uA; 接收电流:22.15mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:12:54 : Id:315180530166; 休眠电流:3.00uA; 接收电流:22.00mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:13:10 : Id:315180530413; 休眠电流:3.00uA; 接收电流:22.09mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:13:30 : Id:315180530372; 休眠电流:3.00uA; 接收电流:21.37mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:14:14 : Id:315180530067; 休眠电流:3.00uA; 接收电流:22.39mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:14:49 : Id:315180530065; 休眠电流:3.00uA; 接收电流:22.01mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:15:07 : Id:315180530139; 休眠电流:3.33uA; 接收电流:22.29mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:15:24 : Id:315180530048; 休眠电流:3.00uA; 接收电流:22.13mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:15:41 : Id:315180530074; 休眠电流:3.00uA; 接收电流:22.16mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:15:58 : Id:315180530076; 休眠电流:3.00uA; 接收电流:22.34mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:16:16 : Id:315180530145; 休眠电流:3.67uA; 接收电流:22.00mA; 电压:3.36V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:16:33 : Id:315180530159; 休眠电流:3.67uA; 接收电流:21.50mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:16:51 : Id:315180530194; 休眠电流:3.33uA; 接收电流:22.06mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:17:14 : Id:315180530436; 休眠电流:3.00uA; 接收电流:22.27mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:17:34 : Id:315180530089; 休眠电流:3.00uA; 接收电流:21.74mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:17:55 : Id:315180530424; 休眠电流:4.00uA; 接收电流:21.91mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:18:14 : Id:315180530182; 休眠电流:3.00uA; 接收电流:22.06mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:18:35 : Id:315180530209; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:18:59 : Id:315180530366; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:19:17 : Id:315180530183; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.38V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:19:32 : Id:315180530208; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:19:53 : Id:315180530152; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:20:07 : Id:315180530381; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.38V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:20:26 : Id:315180530163; 休眠电流:3.00uA; 接收电流:21.94mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:21:02 : Id:315180530426; 休眠电流:3.67uA; 接收电流:22.00mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:21:20 : Id:315180530188; 休眠电流:3.00uA; 接收电流:22.08mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:21:38 : Id:315180530173; 休眠电流:3.33uA; 接收电流:22.36mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:21:55 : Id:315180530106; 休眠电流:3.00uA; 接收电流:22.27mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:22:15 : Id:315180530091; 休眠电流:3.00uA; 接收电流:21.91mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:22:38 : Id:315180530441; 休眠电流:3.00uA; 接收电流:22.05mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:22:54 : Id:315180530381; 休眠电流:4.00uA; 接收电流:23.14mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:23:10 : Id:315180530208; 休眠电流:3.33uA; 接收电流:22.92mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:23:35 : Id:315180530329; 休眠电流:4.00uA; 接收电流:21.49mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:23:51 : Id:315180530416; 休眠电流:3.33uA; 接收电流:22.14mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:24:08 : Id:315180530111; 休眠电流:2.67uA; 接收电流:21.79mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:24:25 : Id:315180530206; 休眠电流:3.67uA; 接收电流:22.41mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:24:41 : Id:315180530109; 休眠电流:3.33uA; 接收电流:22.02mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:24:56 : Id:315180530191; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:25:18 : Id:315180530410; 休眠电流:3.33uA; 接收电流:22.13mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:25:38 : Id:315180530508; 休眠电流:3.00uA; 接收电流:22.08mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:25:55 : Id:315180530322; 休眠电流:3.00uA; 接收电流:21.95mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:26:12 : Id:315180530092; 休眠电流:3.33uA; 接收电流:21.91mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:26:30 : Id:315180530427; 休眠电流:3.00uA; 接收电流:22.15mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:26:46 : Id:315180530130; 休眠电流:3.00uA; 接收电流:22.13mA; 电压:3.36V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:27:03 : Id:315180530116; 休眠电流:3.00uA; 接收电流:22.15mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:27:18 : Id:315180530082; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.38V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:27:36 : Id:315180530429; 休眠电流:3.00uA; 接收电流:21.83mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:27:56 : Id:315180530170; 休眠电流:3.00uA; 接收电流:22.27mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:28:13 : Id:315180530042; 休眠电流:4.00uA; 接收电流:22.01mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:28:31 : Id:315180530063; 休眠电流:3.00uA; 接收电流:22.24mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:28:48 : Id:315180530138; 休眠电流:3.33uA; 接收电流:22.04mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:29:03 : Id:315180530104; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.38V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:29:20 : Id:315180530192; 休眠电流:3.33uA; 接收电流:21.54mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:29:54 : Id:315180530087; 休眠电流:3.33uA; 接收电流:21.88mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:30:09 : Id:315180530047; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   11:30:39 : Id:315180530399; 休眠电流:3.00uA; 接收电流:22.15mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:30:55 : Id:315180530378; 休眠电流:3.33uA; 接收电流:22.43mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   11:31:12 : Id:315180530064; 休眠电流:3.00uA; 接收电流:22.24mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:03:56 : Id:315180530197; 休眠电流:3.00uA; 接收电流:22.13mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:04:24 : Id:315180530198; 休眠电流:3.33uA; 接收电流:22.46mA; 电压:3.36V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:04:50 : Id:315180530367; 休眠电流:3.00uA; 接收电流:21.73mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:05:19 : Id:315180530161; 休眠电流:3.00uA; 接收电流:22.05mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:05:40 : Id:315180530124; 休眠电流:3.00uA; 接收电流:21.99mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:05:57 : Id:315180530070; 休眠电流:4.00uA; 接收电流:22.07mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:06:14 : Id:315180530055; 休眠电流:3.33uA; 接收电流:21.02mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:06:33 : Id:315180530147; 休眠电流:4.00uA; 接收电流:21.90mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:06:51 : Id:315180530050; 休眠电流:3.00uA; 接收电流:21.84mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:07:09 : Id:315180530362; 休眠电流:3.00uA; 接收电流:21.75mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:07:30 : Id:315180530169; 休眠电流:0.00uA; 接收电流:21.08mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   12:07:44 : Id:315180530169; 休眠电流:3.00uA; 接收电流:21.02mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:08:04 : Id:315180530189; 休眠电流:3.00uA; 接收电流:21.88mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:08:26 : Id:315180530071; 休眠电流:3.00uA; 接收电流:22.31mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:08:47 : Id:315180530423; 休眠电流:3.00uA; 接收电流:22.13mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:09:04 : Id:315180530072; 休眠电流:3.00uA; 接收电流:22.17mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:09:23 : Id:315180530171; 休眠电流:3.33uA; 接收电流:22.32mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:09:40 : Id:315180530650; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.38V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   12:10:15 : Id:315180530310; 休眠电流:3.00uA; 接收电流:21.86mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:10:35 : Id:315180530121; 休眠电流:3.00uA; 接收电流:22.04mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:10:54 : Id:315180530353; 休眠电流:2.67uA; 接收电流:22.10mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:11:11 : Id:315180530041; 休眠电流:3.00uA; 接收电流:22.10mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:11:29 : Id:315180530027; 休眠电流:3.00uA; 接收电流:21.56mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:11:44 : Id:315180530125; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   12:12:03 : Id:315180530475; 休眠电流:3.33uA; 接收电流:21.97mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:12:21 : Id:315180530199; 休眠电流:4.00uA; 接收电流:22.44mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:12:41 : Id:315180530175; 休眠电流:4.00uA; 接收电流:21.99mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:12:56 : Id:315180530052; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   12:13:15 : Id:315180530075; 休眠电流:3.33uA; 接收电流:22.30mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:13:33 : Id:315180530157; 休眠电流:3.67uA; 接收电流:21.80mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:13:54 : Id:315180530701; 休眠电流:3.67uA; 接收电流:21.92mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:14:12 : Id:315180530638; 休眠电流:4.00uA; 接收电流:22.33mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:14:31 : Id:315180530181; 休眠电流:3.00uA; 接收电流:22.14mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:14:48 : Id:315180530301; 休眠电流:3.00uA; 接收电流:22.25mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:15:05 : Id:315180530471; 休眠电流:3.33uA; 接收电流:21.80mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:15:27 : Id:315180530460; 休眠电流:3.00uA; 接收电流:22.17mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:15:44 : Id:315180530094; 休眠电流:3.33uA; 接收电流:22.11mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:16:00 : Id:315180530069; 休眠电流:4.33uA; 接收电流:22.32mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:16:16 : Id:315180530418; 休眠电流:3.67uA; 接收电流:22.31mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:16:32 : Id:315180530143; 休眠电流:3.00uA; 接收电流:21.87mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:16:48 : Id:315180530107; 休眠电流:3.00uA; 接收电流:21.85mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:17:07 : Id:315180530530; 休眠电流:4.33uA; 接收电流:22.45mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:17:23 : Id:315180530676; 休眠电流:2.67uA; 接收电流:22.17mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:17:38 : Id:315180530456; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.38V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   12:17:59 : Id:315180530045; 休眠电流:3.00uA; 接收电流:21.41mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:18:15 : Id:315180530195; 休眠电流:3.00uA; 接收电流:22.05mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:18:32 : Id:315180530454; 休眠电流:3.67uA; 接收电流:22.19mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:18:48 : Id:315180530142; 休眠电流:3.33uA; 接收电流:21.88mA; 电压:3.24V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:19:04 : Id:315180530347; 休眠电流:3.33uA; 接收电流:22.13mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:19:21 : Id:315180530053; 休眠电流:2.67uA; 接收电流:22.34mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:19:37 : Id:315180530400; 休眠电流:3.33uA; 接收电流:21.70mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:19:53 : Id:315180530395; 休眠电流:3.67uA; 接收电流:22.41mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:20:13 : Id:315180530090; 休眠电流:3.33uA; 接收电流:21.91mA; 电压:3.43V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:20:35 : Id:315180530136; 休眠电流:4.00uA; 接收电流:21.92mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:20:54 : Id:315180530127; 休眠电流:3.67uA; 接收电流:22.32mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:21:10 : Id:315180530308; 休眠电流:3.33uA; 接收电流:22.14mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:21:34 : Id:315180530348; 休眠电流:3.33uA; 接收电流:22.51mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:21:50 : Id:315180530450; 休眠电流:3.00uA; 接收电流:22.03mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:22:11 : Id:315180530338; 休眠电流:2.67uA; 接收电流:22.02mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:22:26 : Id:315180530146; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   12:22:48 : Id:315180530523; 休眠电流:3.00uA; 接收电流:22.35mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:23:06 : Id:315180530434; 休眠电流:3.00uA; 接收电流:21.96mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:23:23 : Id:315180530023; 休眠电流:3.00uA; 接收电流:21.79mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:23:41 : Id:315180530214; 休眠电流:3.00uA; 接收电流:22.22mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:23:57 : Id:315180530641; 休眠电流:3.00uA; 接收电流:22.35mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:24:13 : Id:315180530083; 休眠电流:3.00uA; 接收电流:22.24mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:24:29 : Id:315180530700; 休眠电流:3.00uA; 接收电流:22.39mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:24:44 : Id:315180530196; 休眠电流:3.67uA; 接收电流:22.20mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:25:02 : Id:315180530135; 休眠电流:3.00uA; 接收电流:21.80mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:25:19 : Id:315180530141; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.38V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   12:25:35 : Id:315180530328; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.38V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   12:25:46 : Id:315180530328; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.38V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   12:26:08 : Id:315180530344; 休眠电流:4.00uA; 接收电流:22.33mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:26:25 : Id:315180530671; 休眠电流:3.67uA; 接收电流:22.35mA; 电压:3.24V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:26:41 : Id:315180530108; 休眠电流:4.00uA; 接收电流:21.82mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:26:56 : Id:315180530205; 休眠电流:3.33uA; 接收电流:22.48mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:27:14 : Id:315180530144; 休眠电流:3.33uA; 接收电流:22.02mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:27:32 : Id:315180530442; 休眠电流:4.33uA; 接收电流:22.26mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:27:53 : Id:315180530164; 休眠电流:0.00uA; 接收电流:22.06mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   12:28:05 : Id:315180530164; 休眠电流:3.33uA; 接收电流:22.05mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:28:22 : Id:315180530414; 休眠电流:3.00uA; 接收电流:22.26mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:28:40 : Id:315180530211; 休眠电流:3.00uA; 接收电流:22.14mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:28:58 : Id:315180530186; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.38V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   12:29:14 : Id:315180530186; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.38V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   12:29:32 : Id:315180530379; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   12:30:24 : Id:315180530444; 休眠电流:3.00uA; 接收电流:22.10mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:30:46 : Id:315180530043; 休眠电流:3.00uA; 接收电流:22.25mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:31:05 : Id:315180530382; 休眠电流:3.00uA; 接收电流:21.98mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:31:27 : Id:315180530150; 休眠电流:3.33uA; 接收电流:22.14mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   12:31:43 : Id:315180530060; 休眠电流:3.00uA; 接收电流:22.08mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
